rate_date,currency,rate_per_eur
2023-02-06,GBP,0.862060
2023-02-06,USD,1.107990
2023-02-07,CHF,0.927904
2023-02-07,GBP,0.861418
2023-02-07,USD,1.109416
2023-02-08,CHF,0.929289
2023-02-08,GBP,0.860639
2023-02-08,USD,1.112617
2023-02-09,CHF,0.931089
2023-02-09,GBP,0.858703
2023-02-09,USD,1.104564
2023-02-10,CHF,0.931180
2023-02-10,GBP,0.855329
2023-02-10,USD,1.110401
2023-02-13,CHF,0.933358
2023-02-13,GBP,0.857527
2023-02-13,USD,1.100434
2023-02-14,CHF,0.932864
2023-02-14,GBP,0.857880
2023-02-14,USD,1.104145
2023-02-15,CHF,0.933013
2023-02-15,GBP,0.858575
2023-02-15,USD,1.100759
2023-02-16,CHF,0.933992
2023-02-16,GBP,0.857681
2023-02-16,USD,1.104411
2023-02-17,CHF,0.930154
2023-02-17,GBP,0.859420
2023-02-17,USD,1.103260
2023-02-20,CHF,0.928408
2023-02-20,GBP,0.860428
2023-02-20,USD,1.105255
2023-02-21,CHF,0.925316
2023-02-21,GBP,0.864490
2023-02-21,USD,1.103587
2023-02-22,CHF,0.920872
2023-02-22,GBP,0.862211
2023-02-22,USD,1.104668
2023-02-23,CHF,0.918570
2023-02-23,GBP,0.861085
2023-02-23,USD,1.105412
2023-02-24,CHF,0.919924
2023-02-24,GBP,0.862589
2023-02-24,USD,1.117509
2023-02-27,CHF,0.920198
2023-02-27,GBP,0.859475
2023-02-27,USD,1.119394
2023-02-28,CHF,0.920952
2023-02-28,GBP,0.861108
2023-02-28,USD,1.123450
2023-03-01,CHF,0.921460
2023-03-01,GBP,0.859735
2023-03-01,USD,1.123079
2023-03-02,CHF,0.924678
2023-03-02,GBP,0.865822
2023-03-02,USD,1.122034
2023-03-03,CHF,0.925518
2023-03-03,GBP,0.861586
2023-03-03,USD,1.119561
2023-03-06,CHF,0.923047
2023-03-06,GBP,0.857987
2023-03-06,USD,1.123256
2023-03-07,CHF,0.924093
2023-03-07,GBP,0.861332
2023-03-07,USD,1.122616
2023-03-08,CHF,0.922719
2023-03-08,GBP,0.862364
2023-03-08,USD,1.119820
2023-03-09,CHF,0.924375
2023-03-09,GBP,0.858555
2023-03-09,USD,1.124840
2023-03-10,CHF,0.923815
2023-03-10,GBP,0.859067
2023-03-10,USD,1.130129
2023-03-13,CHF,0.921518
2023-03-13,GBP,0.858985
2023-03-13,USD,1.127603
2023-03-14,CHF,0.919985
2023-03-14,GBP,0.867252
2023-03-14,USD,1.132543
2023-03-15,CHF,0.917368
2023-03-15,GBP,0.863035
2023-03-15,USD,1.139525
2023-03-16,CHF,0.916698
2023-03-16,GBP,0.864411
2023-03-16,USD,1.136065
2023-03-17,CHF,0.915208
2023-03-17,GBP,0.862548
2023-03-17,USD,1.140241
2023-03-20,CHF,0.911946
2023-03-20,GBP,0.862570
2023-03-20,USD,1.132019
2023-03-21,CHF,0.910057
2023-03-21,GBP,0.865397
2023-03-21,USD,1.134705
2023-03-22,CHF,0.909341
2023-03-22,GBP,0.865090
2023-03-22,USD,1.137096
2023-03-23,CHF,0.909602
2023-03-23,GBP,0.868016
2023-03-23,USD,1.132248
2023-03-24,CHF,0.909970
2023-03-24,GBP,0.868816
2023-03-24,USD,1.131759
2023-03-27,CHF,0.908392
2023-03-27,GBP,0.870873
2023-03-27,USD,1.124099
2023-03-28,CHF,0.906347
2023-03-28,GBP,0.867579
2023-03-28,USD,1.126199
2023-03-29,CHF,0.908652
2023-03-29,GBP,0.862884
2023-03-29,USD,1.128410
2023-03-30,CHF,0.907250
2023-03-30,GBP,0.858861
2023-03-30,USD,1.121481
2023-03-31,CHF,0.906490
2023-03-31,GBP,0.855190
2023-03-31,USD,1.112115
2023-04-03,CHF,0.906583
2023-04-03,GBP,0.854748
2023-04-03,USD,1.111650
2023-04-04,CHF,0.904585
2023-04-04,GBP,0.853057
2023-04-04,USD,1.106344
2023-04-05,CHF,0.905145
2023-04-05,GBP,0.856566
2023-04-05,USD,1.108198
2023-04-06,CHF,0.906331
2023-04-06,GBP,0.856328
2023-04-06,USD,1.107970
2023-04-07,CHF,0.904409
2023-04-07,GBP,0.852504
2023-04-07,USD,1.109156
2023-04-10,CHF,0.904533
2023-04-10,GBP,0.852890
2023-04-10,USD,1.104215
2023-04-11,CHF,0.905266
2023-04-11,GBP,0.850800
2023-04-11,USD,1.105961
2023-04-12,CHF,0.905405
2023-04-12,GBP,0.851640
2023-04-12,USD,1.109945
2023-04-13,CHF,0.906744
2023-04-13,GBP,0.851544
2023-04-13,USD,1.109946
2023-04-14,CHF,0.907225
2023-04-14,GBP,0.860856
2023-04-14,USD,1.111652
2023-04-17,CHF,0.905674
2023-04-17,GBP,0.860421
2023-04-17,USD,1.106504
2023-04-18,CHF,0.906338
2023-04-18,GBP,0.864257
2023-04-18,USD,1.109688
2023-04-19,CHF,0.906313
2023-04-19,GBP,0.861873
2023-04-19,USD,1.113887
2023-04-20,CHF,0.903652
2023-04-20,GBP,0.856026
2023-04-20,USD,1.116985
2023-04-21,CHF,0.905006
2023-04-21,GBP,0.858144
2023-04-21,USD,1.119757
2023-04-24,CHF,0.906584
2023-04-24,GBP,0.862020
2023-04-24,USD,1.121288
2023-04-25,CHF,0.908708
2023-04-25,GBP,0.862005
2023-04-25,USD,1.122298
2023-04-26,CHF,0.907605
2023-04-26,GBP,0.857558
2023-04-26,USD,1.118541
2023-04-27,CHF,0.910618
2023-04-27,GBP,0.862115
2023-04-27,USD,1.114017
2023-04-28,CHF,0.912049
2023-04-28,GBP,0.860515
2023-04-28,USD,1.130371
2023-05-01,CHF,0.909613
2023-05-01,GBP,0.853140
2023-05-01,USD,1.135871
2023-05-02,CHF,0.912520
2023-05-02,GBP,0.849184
2023-05-02,USD,1.131593
2023-05-03,CHF,0.912800
2023-05-03,GBP,0.850657
2023-05-03,USD,1.136913
2023-05-04,CHF,0.914771
2023-05-04,GBP,0.848995
2023-05-04,USD,1.148486
2023-05-05,CHF,0.917961
2023-05-05,GBP,0.847497
2023-05-05,USD,1.147308
2023-05-08,CHF,0.920015
2023-05-08,GBP,0.847588
2023-05-08,USD,1.154987
2023-05-09,CHF,0.916873
2023-05-09,GBP,0.845111
2023-05-09,USD,1.149712
2023-05-10,CHF,0.916546
2023-05-10,GBP,0.842360
2023-05-10,USD,1.140751
2023-05-11,CHF,0.914917
2023-05-11,GBP,0.847329
2023-05-11,USD,1.138839
2023-05-12,CHF,0.916381
2023-05-12,GBP,0.848033
2023-05-12,USD,1.140641
2023-05-15,CHF,0.915303
2023-05-15,GBP,0.848292
2023-05-15,USD,1.137822
2023-05-16,CHF,0.916598
2023-05-16,GBP,0.848896
2023-05-16,USD,1.138099
2023-05-17,CHF,0.915385
2023-05-17,GBP,0.845468
2023-05-17,USD,1.137040
2023-05-18,CHF,0.919734
2023-05-18,GBP,0.847825
2023-05-18,USD,1.145464
2023-05-19,CHF,0.920067
2023-05-19,GBP,0.846735
2023-05-19,USD,1.138523
2023-05-22,CHF,0.923349
2023-05-22,GBP,0.842113
2023-05-22,USD,1.143796
2023-05-23,CHF,0.922915
2023-05-23,GBP,0.837439
2023-05-23,USD,1.143635
2023-05-24,CHF,0.924153
2023-05-24,GBP,0.836914
2023-05-24,USD,1.147292
2023-05-25,CHF,0.922501
2023-05-25,GBP,0.836084
2023-05-25,USD,1.148385
2023-05-26,CHF,0.921687
2023-05-26,GBP,0.835635
2023-05-26,USD,1.148074
2023-05-29,CHF,0.924722
2023-05-29,GBP,0.839234
2023-05-29,USD,1.148870
2023-05-30,CHF,0.922462
2023-05-30,GBP,0.838626
2023-05-30,USD,1.160079
2023-05-31,CHF,0.921651
2023-05-31,GBP,0.840269
2023-05-31,USD,1.165011
2023-06-01,CHF,0.919186
2023-06-01,GBP,0.836605
2023-06-01,USD,1.173786
2023-06-02,CHF,0.919104
2023-06-02,GBP,0.840487
2023-06-02,USD,1.175899
2023-06-05,CHF,0.919158
2023-06-05,GBP,0.844333
2023-06-05,USD,1.178926
2023-06-06,CHF,0.916429
2023-06-06,GBP,0.836771
2023-06-06,USD,1.171394
2023-06-07,CHF,0.915383
2023-06-07,GBP,0.841048
2023-06-07,USD,1.171113
2023-06-08,CHF,0.916731
2023-06-08,GBP,0.842951
2023-06-08,USD,1.179348
2023-06-09,CHF,0.918852
2023-06-09,GBP,0.842396
2023-06-09,USD,1.170235
2023-06-12,CHF,0.919867
2023-06-12,GBP,0.843569
2023-06-12,USD,1.172969
2023-06-13,CHF,0.919601
2023-06-13,GBP,0.843587
2023-06-13,USD,1.173645
2023-06-14,CHF,0.919424
2023-06-14,GBP,0.840123
2023-06-14,USD,1.179091
2023-06-15,CHF,0.916842
2023-06-15,GBP,0.844201
2023-06-15,USD,1.168975
2023-06-16,CHF,0.914839
2023-06-16,GBP,0.844452
2023-06-16,USD,1.166899
2023-06-19,CHF,0.910288
2023-06-19,GBP,0.847209
2023-06-19,USD,1.161269
2023-06-20,CHF,0.907350
2023-06-20,GBP,0.852894
2023-06-20,USD,1.169228
2023-06-21,CHF,0.907930
2023-06-21,GBP,0.851263
2023-06-21,USD,1.164241
2023-06-22,CHF,0.910795
2023-06-22,GBP,0.852493
2023-06-22,USD,1.158205
2023-06-23,CHF,0.913257
2023-06-23,GBP,0.855492
2023-06-23,USD,1.159069
2023-06-26,CHF,0.914587
2023-06-26,GBP,0.852901
2023-06-26,USD,1.152711
2023-06-27,CHF,0.911068
2023-06-27,GBP,0.854591
2023-06-27,USD,1.148627
2023-06-28,CHF,0.913532
2023-06-28,GBP,0.855650
2023-06-28,USD,1.144364
2023-06-29,CHF,0.914766
2023-06-29,GBP,0.855594
2023-06-29,USD,1.152320
2023-06-30,CHF,0.913758
2023-06-30,GBP,0.851551
2023-06-30,USD,1.149023
2023-07-03,CHF,0.915910
2023-07-03,GBP,0.848963
2023-07-03,USD,1.150816
2023-07-04,CHF,0.917453
2023-07-04,GBP,0.850991
2023-07-04,USD,1.151866
2023-07-05,CHF,0.921543
2023-07-05,GBP,0.849091
2023-07-05,USD,1.153685
2023-07-06,CHF,0.921612
2023-07-06,GBP,0.846955
2023-07-06,USD,1.160871
2023-07-07,CHF,0.919529
2023-07-07,GBP,0.844498
2023-07-07,USD,1.159423
2023-07-10,CHF,0.917697
2023-07-10,GBP,0.846630
2023-07-10,USD,1.154055
2023-07-11,CHF,0.918085
2023-07-11,GBP,0.844053
2023-07-11,USD,1.155435
2023-07-12,CHF,0.917701
2023-07-12,GBP,0.844912
2023-07-12,USD,1.161869
2023-07-13,CHF,0.919032
2023-07-13,GBP,0.845118
2023-07-13,USD,1.161055
2023-07-14,CHF,0.918400
2023-07-14,GBP,0.851338
2023-07-14,USD,1.159410
2023-07-17,CHF,0.918863
2023-07-17,GBP,0.846905
2023-07-17,USD,1.164979
2023-07-18,CHF,0.922245
2023-07-18,GBP,0.844268
2023-07-18,USD,1.172247
2023-07-19,CHF,0.920365
2023-07-19,GBP,0.845240
2023-07-19,USD,1.173327
2023-07-20,CHF,0.918741
2023-07-20,GBP,0.846665
2023-07-20,USD,1.165381
2023-07-21,CHF,0.917430
2023-07-21,GBP,0.845808
2023-07-21,USD,1.162195
2023-07-24,CHF,0.918457
2023-07-24,GBP,0.843125
2023-07-24,USD,1.167870
2023-07-25,CHF,0.922801
2023-07-25,GBP,0.841090
2023-07-25,USD,1.162810
2023-07-26,CHF,0.921176
2023-07-26,GBP,0.845090
2023-07-26,USD,1.169094
2023-07-27,CHF,0.922469
2023-07-27,GBP,0.847123
2023-07-27,USD,1.161246
2023-07-28,CHF,0.918464
2023-07-28,GBP,0.847936
2023-07-28,USD,1.161995
2023-07-31,CHF,0.917540
2023-07-31,GBP,0.853855
2023-07-31,USD,1.157065
2023-08-01,CHF,0.919449
2023-08-01,GBP,0.853093
2023-08-01,USD,1.152124
2023-08-02,CHF,0.919013
2023-08-02,GBP,0.858706
2023-08-02,USD,1.152223
2023-08-03,CHF,0.919933
2023-08-03,GBP,0.856046
2023-08-03,USD,1.155723
2023-08-04,CHF,0.920793
2023-08-04,GBP,0.861158
2023-08-04,USD,1.151689
2023-08-07,CHF,0.923049
2023-08-07,GBP,0.858083
2023-08-07,USD,1.154072
2023-08-08,CHF,0.922740
2023-08-08,GBP,0.854934
2023-08-08,USD,1.157573
2023-08-09,CHF,0.919407
2023-08-09,GBP,0.852678
2023-08-09,USD,1.161928
2023-08-10,CHF,0.919783
2023-08-10,GBP,0.852388
2023-08-10,USD,1.174993
2023-08-11,CHF,0.918882
2023-08-11,GBP,0.850698
2023-08-11,USD,1.168510
2023-08-14,CHF,0.918882
2023-08-14,GBP,0.852423
2023-08-14,USD,1.174105
2023-08-15,CHF,0.919528
2023-08-15,GBP,0.850126
2023-08-15,USD,1.177205
2023-08-16,CHF,0.917931
2023-08-16,GBP,0.852832
2023-08-16,USD,1.179989
2023-08-17,CHF,0.918034
2023-08-17,GBP,0.853698
2023-08-17,USD,1.185313
2023-08-18,CHF,0.916569
2023-08-18,GBP,0.851206
2023-08-18,USD,1.187418
2023-08-21,CHF,0.916058
2023-08-21,GBP,0.849128
2023-08-21,USD,1.189771
2023-08-22,CHF,0.913279
2023-08-22,GBP,0.845111
2023-08-22,USD,1.192539
2023-08-23,CHF,0.915405
2023-08-23,GBP,0.842982
2023-08-23,USD,1.190349
2023-08-24,CHF,0.916045
2023-08-24,GBP,0.847712
2023-08-24,USD,1.186311
2023-08-25,CHF,0.915212
2023-08-25,GBP,0.845121
2023-08-25,USD,1.187426
2023-08-28,CHF,0.915258
2023-08-28,GBP,0.846324
2023-08-28,USD,1.192084
2023-08-29,CHF,0.914156
2023-08-29,GBP,0.844643
2023-08-29,USD,1.187607
2023-08-30,CHF,0.916455
2023-08-30,GBP,0.844675
2023-08-30,USD,1.183869
2023-08-31,CHF,0.916633
2023-08-31,GBP,0.840363
2023-08-31,USD,1.182568
2023-09-01,CHF,0.915163
2023-09-01,GBP,0.833323
2023-09-01,USD,1.193181
2023-09-04,CHF,0.915757
2023-09-04,GBP,0.832828
2023-09-04,USD,1.189224
2023-09-05,CHF,0.913484
2023-09-05,GBP,0.831428
2023-09-05,USD,1.184458
2023-09-06,CHF,0.914594
2023-09-06,GBP,0.829400
2023-09-06,USD,1.188434
2023-09-07,CHF,0.912983
2023-09-07,GBP,0.822130
2023-09-07,USD,1.188435
2023-09-08,CHF,0.910109
2023-09-08,GBP,0.823157
2023-09-08,USD,1.189002
2023-09-11,CHF,0.905097
2023-09-11,GBP,0.825984
2023-09-11,USD,1.193466
2023-09-12,CHF,0.903268
2023-09-12,GBP,0.828471
2023-09-12,USD,1.195566
2023-09-13,CHF,0.904029
2023-09-13,GBP,0.825437
2023-09-13,USD,1.193094
2023-09-14,CHF,0.901894
2023-09-14,GBP,0.826722
2023-09-14,USD,1.194937
2023-09-15,CHF,0.901104
2023-09-15,GBP,0.831765
2023-09-15,USD,1.200331
2023-09-18,CHF,0.897790
2023-09-18,GBP,0.831976
2023-09-18,USD,1.201463
2023-09-19,CHF,0.899542
2023-09-19,GBP,0.835605
2023-09-19,USD,1.204002
2023-09-20,CHF,0.900443
2023-09-20,GBP,0.838032
2023-09-20,USD,1.208316
2023-09-21,CHF,0.902762
2023-09-21,GBP,0.836202
2023-09-21,USD,1.209687
2023-09-22,CHF,0.901254
2023-09-22,GBP,0.833233
2023-09-22,USD,1.202992
2023-09-25,CHF,0.901274
2023-09-25,GBP,0.832411
2023-09-25,USD,1.201047
2023-09-26,CHF,0.902098
2023-09-26,GBP,0.827455
2023-09-26,USD,1.196783
2023-09-27,CHF,0.904622
2023-09-27,GBP,0.834625
2023-09-27,USD,1.191885
2023-09-28,CHF,0.906271
2023-09-28,GBP,0.833338
2023-09-28,USD,1.194193
2023-09-29,CHF,0.904369
2023-09-29,GBP,0.835082
2023-09-29,USD,1.203061
2023-10-02,CHF,0.908341
2023-10-02,GBP,0.836328
2023-10-02,USD,1.213998
2023-10-03,CHF,0.912033
2023-10-03,GBP,0.834326
2023-10-03,USD,1.217428
2023-10-04,CHF,0.911820
2023-10-04,GBP,0.835618
2023-10-04,USD,1.218070
2023-10-05,CHF,0.909854
2023-10-05,GBP,0.837714
2023-10-05,USD,1.210200
2023-10-06,CHF,0.909946
2023-10-06,GBP,0.835845
2023-10-06,USD,1.215926
2023-10-09,CHF,0.910837
2023-10-09,GBP,0.835038
2023-10-09,USD,1.217823
2023-10-10,CHF,0.912427
2023-10-10,GBP,0.828344
2023-10-10,USD,1.218080
2023-10-11,CHF,0.911321
2023-10-11,GBP,0.826235
2023-10-11,USD,1.221945
2023-10-12,CHF,0.909048
2023-10-12,GBP,0.822020
2023-10-12,USD,1.229380
2023-10-13,CHF,0.909026
2023-10-13,GBP,0.821236
2023-10-13,USD,1.228495
2023-10-16,CHF,0.909390
2023-10-16,GBP,0.817160
2023-10-16,USD,1.236753
2023-10-17,CHF,0.907569
2023-10-17,GBP,0.821681
2023-10-17,USD,1.238886
2023-10-18,CHF,0.907391
2023-10-18,GBP,0.822963
2023-10-18,USD,1.238106
2023-10-19,CHF,0.906410
2023-10-19,GBP,0.821092
2023-10-19,USD,1.246845
2023-10-20,CHF,0.907941
2023-10-20,GBP,0.818927
2023-10-20,USD,1.261025
2023-10-23,CHF,0.909305
2023-10-23,GBP,0.818368
2023-10-23,USD,1.258986
2023-10-24,CHF,0.908451
2023-10-24,GBP,0.819428
2023-10-24,USD,1.254528
2023-10-25,CHF,0.904253
2023-10-25,GBP,0.817578
2023-10-25,USD,1.246567
2023-10-26,CHF,0.908355
2023-10-26,GBP,0.813433
2023-10-26,USD,1.256368
2023-10-27,CHF,0.907777
2023-10-27,GBP,0.812708
2023-10-27,USD,1.250775
2023-10-30,CHF,0.909607
2023-10-30,GBP,0.815993
2023-10-30,USD,1.253341
2023-10-31,CHF,0.910919
2023-10-31,GBP,0.818828
2023-10-31,USD,1.255258
2023-11-01,CHF,0.911140
2023-11-01,GBP,0.820998
2023-11-01,USD,1.261446
2023-11-02,CHF,0.909425
2023-11-02,GBP,0.819703
2023-11-02,USD,1.262910
2023-11-03,CHF,0.908283
2023-11-03,GBP,0.822386
2023-11-03,USD,1.256222
2023-11-06,CHF,0.909603
2023-11-06,GBP,0.821667
2023-11-06,USD,1.252673
2023-11-07,CHF,0.908174
2023-11-07,GBP,0.825467
2023-11-07,USD,1.255737
2023-11-08,CHF,0.906555
2023-11-08,GBP,0.823965
2023-11-08,USD,1.256567
2023-11-09,CHF,0.906113
2023-11-09,GBP,0.823692
2023-11-09,USD,1.247887
2023-11-10,CHF,0.907895
2023-11-10,GBP,0.824003
2023-11-10,USD,1.248390
2023-11-13,CHF,0.907880
2023-11-13,GBP,0.825756
2023-11-13,USD,1.247628
2023-11-14,CHF,0.905972
2023-11-14,GBP,0.824792
2023-11-14,USD,1.231855
2023-11-15,CHF,0.903099
2023-11-15,GBP,0.822079
2023-11-15,USD,1.238547
2023-11-16,CHF,0.903497
2023-11-16,GBP,0.817148
2023-11-16,USD,1.247030
2023-11-17,CHF,0.908366
2023-11-17,GBP,0.819070
2023-11-17,USD,1.249170
2023-11-20,CHF,0.909648
2023-11-20,GBP,0.818639
2023-11-20,USD,1.245357
2023-11-21,CHF,0.911711
2023-11-21,GBP,0.818459
2023-11-21,USD,1.247090
2023-11-22,CHF,0.913803
2023-11-22,GBP,0.824131
2023-11-22,USD,1.241710
2023-11-23,CHF,0.912594
2023-11-23,GBP,0.829877
2023-11-23,USD,1.251345
2023-11-24,CHF,0.913408
2023-11-24,GBP,0.830267
2023-11-24,USD,1.255939
2023-11-27,CHF,0.913191
2023-11-27,GBP,0.828479
2023-11-27,USD,1.251463
2023-11-28,CHF,0.909664
2023-11-28,GBP,0.825951
2023-11-28,USD,1.257984
2023-11-29,CHF,0.905512
2023-11-29,GBP,0.823640
2023-11-29,USD,1.266791
2023-11-30,CHF,0.905504
2023-11-30,GBP,0.825768
2023-11-30,USD,1.271736
2023-12-01,CHF,0.905530
2023-12-01,GBP,0.826621
2023-12-01,USD,1.273188
2023-12-04,CHF,0.906993
2023-12-04,GBP,0.822789
2023-12-04,USD,1.286011
2023-12-05,CHF,0.909238
2023-12-05,GBP,0.828249
2023-12-05,USD,1.288070
2023-12-06,CHF,0.911367
2023-12-06,GBP,0.833309
2023-12-06,USD,1.290533
2023-12-07,CHF,0.911742
2023-12-07,GBP,0.837296
2023-12-07,USD,1.299178
2023-12-08,CHF,0.912384
2023-12-08,GBP,0.838114
2023-12-08,USD,1.300524
2023-12-11,CHF,0.912227
2023-12-11,GBP,0.836089
2023-12-11,USD,1.301463
2023-12-12,CHF,0.910211
2023-12-12,GBP,0.838543
2023-12-12,USD,1.312813
2023-12-13,CHF,0.907980
2023-12-13,GBP,0.841003
2023-12-13,USD,1.309011
2023-12-14,CHF,0.906809
2023-12-14,GBP,0.838369
2023-12-14,USD,1.311981
2023-12-15,CHF,0.904375
2023-12-15,GBP,0.841701
2023-12-15,USD,1.313711
2023-12-18,CHF,0.899743
2023-12-18,GBP,0.841955
2023-12-18,USD,1.325930
2023-12-19,CHF,0.901729
2023-12-19,GBP,0.842726
2023-12-19,USD,1.322973
2023-12-20,CHF,0.903296
2023-12-20,GBP,0.841375
2023-12-20,USD,1.325951
2023-12-21,CHF,0.902223
2023-12-21,GBP,0.839075
2023-12-21,USD,1.320782
2023-12-22,CHF,0.902604
2023-12-22,GBP,0.838068
2023-12-22,USD,1.317653
2023-12-25,CHF,0.901834
2023-12-25,GBP,0.838759
2023-12-25,USD,1.326511
2023-12-26,CHF,0.906484
2023-12-26,GBP,0.838692
2023-12-26,USD,1.335696
2023-12-27,CHF,0.906051
2023-12-27,GBP,0.842636
2023-12-27,USD,1.334839
2023-12-28,CHF,0.907396
2023-12-28,GBP,0.847322
2023-12-28,USD,1.338325
2023-12-29,CHF,0.904829
2023-12-29,GBP,0.847786
2023-12-29,USD,1.335602
2024-01-01,CHF,0.904455
2024-01-01,GBP,0.846397
2024-01-01,USD,1.332800
2024-01-02,CHF,0.905179
2024-01-02,GBP,0.846269
2024-01-02,USD,1.340014
2024-01-03,CHF,0.901114
2024-01-03,GBP,0.844838
2024-01-03,USD,1.341636
2024-01-04,CHF,0.903052
2024-01-04,GBP,0.847722
2024-01-04,USD,1.337663
2024-01-05,CHF,0.902213
2024-01-05,GBP,0.844215
2024-01-05,USD,1.330410
2024-01-08,CHF,0.906932
2024-01-08,GBP,0.847020
2024-01-08,USD,1.331544
2024-01-09,CHF,0.911654
2024-01-09,GBP,0.845429
2024-01-09,USD,1.335567
2024-01-10,CHF,0.910661
2024-01-10,GBP,0.842290
2024-01-10,USD,1.339828
2024-01-11,CHF,0.909388
2024-01-11,GBP,0.844291
2024-01-11,USD,1.338102
2024-01-12,CHF,0.911939
2024-01-12,GBP,0.842430
2024-01-12,USD,1.349648
2024-01-15,CHF,0.910858
2024-01-15,GBP,0.844047
2024-01-15,USD,1.349055
2024-01-16,CHF,0.909999
2024-01-16,GBP,0.839180
2024-01-16,USD,1.351554
2024-01-17,CHF,0.910028
2024-01-17,GBP,0.841990
2024-01-17,USD,1.348927
2024-01-18,CHF,0.913217
2024-01-18,GBP,0.839650
2024-01-18,USD,1.344330
2024-01-19,CHF,0.912837
2024-01-19,GBP,0.844834
2024-01-19,USD,1.337218
2024-01-22,CHF,0.913596
2024-01-22,GBP,0.848708
2024-01-22,USD,1.336561
2024-01-23,CHF,0.918099
2024-01-23,GBP,0.849369
2024-01-23,USD,1.331971
2024-01-24,CHF,0.919395
2024-01-24,GBP,0.846732
2024-01-24,USD,1.329693
2024-01-25,CHF,0.920819
2024-01-25,GBP,0.848797
2024-01-25,USD,1.322364
2024-01-26,CHF,0.918394
2024-01-26,GBP,0.847216
2024-01-26,USD,1.328398
2024-01-29,CHF,0.917070
2024-01-29,GBP,0.845863
2024-01-29,USD,1.328171
2024-01-30,CHF,0.917671
2024-01-30,GBP,0.855310
2024-01-30,USD,1.314960
2024-01-31,CHF,0.917514
2024-01-31,GBP,0.859282
2024-01-31,USD,1.316954
2024-02-01,CHF,0.915789
2024-02-01,GBP,0.855625
2024-02-01,USD,1.309948
2024-02-02,CHF,0.917856
2024-02-02,GBP,0.856282
2024-02-02,USD,1.316483
2024-02-05,CHF,0.917316
2024-02-05,GBP,0.858235
2024-02-05,USD,1.325416
2024-02-06,CHF,0.916281
2024-02-06,GBP,0.863411
2024-02-06,USD,1.325937
2024-02-07,CHF,0.916051
2024-02-07,GBP,0.867207
2024-02-07,USD,1.315636
2024-02-08,CHF,0.918215
2024-02-08,GBP,0.859775
2024-02-08,USD,1.326864
2024-02-09,CHF,0.920575
2024-02-09,GBP,0.861970
2024-02-09,USD,1.323157
2024-02-12,CHF,0.919373
2024-02-12,GBP,0.861429
2024-02-12,USD,1.319194
2024-02-13,CHF,0.920242
2024-02-13,GBP,0.863505
2024-02-13,USD,1.325205
2024-02-14,CHF,0.920540
2024-02-14,GBP,0.865125
2024-02-14,USD,1.314187
2024-02-15,CHF,0.921806
2024-02-15,GBP,0.862912
2024-02-15,USD,1.317396
2024-02-16,CHF,0.924704
2024-02-16,GBP,0.863469
2024-02-16,USD,1.310728
2024-02-19,CHF,0.922379
2024-02-19,GBP,0.861778
2024-02-19,USD,1.311398
2024-02-20,CHF,0.921407
2024-02-20,GBP,0.863953
2024-02-20,USD,1.317745
